ASV_ID,database,pident,sseqid,length,qcovs,evalue,bitscore,specimen_id,phylum,class,order,family,genus,species,scientific_name,mismatch,gapopen,qstart,qend,sstart,send,accession
ASV_21332,MZG,86.149,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_dichotoma,296,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,dichotoma,Obelia dichotoma,,,,,,,
ASV_21468,MZG,88.782,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_dichotoma,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,dichotoma,Obelia dichotoma,,,,,,,
ASV_00246,MZG,87.625,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_geniculata,299,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,geniculata,Obelia geniculata,,,,,,,
ASV_16804,MZG,87.797,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_geniculata,295,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,geniculata,Obelia geniculata,,,,,,,
ASV_17183,MZG,87.797,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_geniculata,295,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,geniculata,Obelia geniculata,,,,,,,
ASV_18368,MZG,85.13,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_geniculata,269,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,geniculata,Obelia geniculata,,,,,,,
ASV_18790,MZG,85.761,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_geniculata,309,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,geniculata,Obelia geniculata,,,,,,,
ASV_03492,MZG,85.852,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,311,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_03566,MZG,85.942,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_04599,MZG,86.262,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_11985,MZG,86.495,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,311,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_13414,MZG,88,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,300,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_21275,MZG,87.556,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Obelia;Obelia_longissima,225,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Obelia,longissima,Obelia longissima,,,,,,,
ASV_01251,MZG,86.688,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,308,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_03489,MZG,85.256,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_04926,MZG,87.013,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,308,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_06087,MZG,87.622,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,307,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_12998,MZG,85.256,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_15696,MZG,87.171,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,304,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_19371,MZG,88.782,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_19985,MZG,86.842,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_caliculata,304,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,caliculata,Orthopyxis caliculata,,,,,,,
ASV_15725,MZG,85.556,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_crenata,270,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,crenata,Orthopyxis crenata,,,,,,,
ASV_18034,MZG,87.821,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_crenata,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,crenata,Orthopyxis crenata,,,,,,,
ASV_19833,MZG,89.137,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_crenata,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,crenata,Orthopyxis crenata,,,,,,,
ASV_20087,MZG,85.121,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_crenata,289,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,crenata,Orthopyxis crenata,,,,,,,
ASV_05237,MZG,85.281,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_everta,231,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,everta,Orthopyxis everta,,,,,,,
ASV_06964,MZG,85.141,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_everta,249,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,everta,Orthopyxis everta,,,,,,,
ASV_10116,MZG,86.538,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_everta,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,everta,Orthopyxis everta,,,,,,,
ASV_16674,MZG,87.255,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_everta,306,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,everta,Orthopyxis everta,,,,,,,
ASV_00189,MZG,89.103,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_00693,MZG,88.411,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,302,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_01358,MZG,87.22,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_01415,MZG,88.411,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,302,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_01781,MZG,89.423,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_05129,MZG,89.103,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_06356,MZG,88.411,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,302,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_13591,MZG,85.409,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_19122,MZG,85.667,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,300,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_20285,MZG,88.079,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Orthopyxis;Orthopyxis_integra,302,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Orthopyxis,integra,Orthopyxis integra,,,,,,,
ASV_05622,MZG,89.251,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Rhizocaulus;Rhizocaulus_verticillatus,307,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Rhizocaulus,verticillatus,Rhizocaulus verticillatus,,,,,,,
ASV_19732,MZG,85.531,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Rhizocaulus;Rhizocaulus_verticillatus,311,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Rhizocaulus,verticillatus,Rhizocaulus verticillatus,,,,,,,
ASV_20006,MZG,87.46,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Campanulariidae;Rhizocaulus;Rhizocaulus_verticillatus,311,,,,,Cnidaria,Hydrozoa,Hydroidolina,Campanulariidae,Rhizocaulus,verticillatus,Rhizocaulus verticillatus,,,,,,,
ASV_01194,MZG,85.816,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corymorphidae;Corymorpha;Corymorpha_nutans,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corymorphidae,Corymorpha,nutans,Corymorpha nutans,,,,,,,
ASV_17467,MZG,85.623,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corymorphidae;Corymorpha;Corymorpha_nutans,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corymorphidae,Corymorpha,nutans,Corymorpha nutans,,,,,,,
ASV_17379,MZG,88.462,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corymorphidae;Euphysa;Euphysa_japonica,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corymorphidae,Euphysa,japonica,Euphysa japonica,,,,,,,
ASV_06897,MZG,87.261,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Codonium;Codonium_proliferum,314,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Codonium,proliferum,Codonium proliferum,,,,,,,
ASV_17438,MZG,87.58,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Codonium;Codonium_proliferum,314,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Codonium,proliferum,Codonium proliferum,,,,,,,
ASV_12498,MZG,86.859,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Coryne;Coryne_eximia,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Coryne,eximia,Coryne eximia,,,,,,,
ASV_17078,MZG,85.765,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Coryne;Coryne_eximia,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Coryne,eximia,Coryne eximia,,,,,,,
ASV_17224,MZG,85.409,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Coryne;Coryne_eximia,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Coryne,eximia,Coryne eximia,,,,,,,
ASV_19859,MZG,85.099,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Coryne;Coryne_eximia,302,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Coryne,eximia,Coryne eximia,,,,,,,
ASV_05363,MZG,85.897,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_bella,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,bella,Sarsia bella,,,,,,,
ASV_06084,MZG,87.821,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_bella,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,bella,Sarsia bella,,,,,,,
ASV_14608,MZG,87.179,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_bella,312,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,bella,Sarsia bella,,,,,,,
ASV_18883,MZG,86.219,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_bella,283,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,bella,Sarsia bella,,,,,,,
ASV_02028,MZG,85.714,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,294,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_03660,MZG,86.581,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_06562,MZG,87.702,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,309,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_06586,MZG,86.121,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_09999,MZG,86.477,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_11039,MZG,86.408,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,309,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_12103,MZG,86.525,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_14783,MZG,85.374,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,294,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_16788,MZG,85.763,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,295,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_17763,MZG,86.477,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,281,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_20299,MZG,85.034,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Corynidae;Sarsia;Sarsia_tubulosa,294,,,,,Cnidaria,Hydrozoa,Hydroidolina,Corynidae,Sarsia,tubulosa,Sarsia tubulosa,,,,,,,
ASV_13315,MZG,99.684,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Diphyidae;Diphyes;Diphyes_bojani,316,,,,,Cnidaria,Hydrozoa,Hydroidolina,Diphyidae,Diphyes,bojani,Diphyes bojani,,,,,,,
ASV_15014,MZG,99.051,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Diphyidae;Diphyes;Diphyes_bojani,316,,,,,Cnidaria,Hydrozoa,Hydroidolina,Diphyidae,Diphyes,bojani,Diphyes bojani,,,,,,,
ASV_00175,MZG,100,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Diphyidae;Diphyes;Diphyes_dispar,316,,,,,Cnidaria,Hydrozoa,Hydroidolina,Diphyidae,Diphyes,dispar,Diphyes dispar,,,,,,,
ASV_02266,MZG,88.818,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eirene;Eirene_ceylonensis,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eirene,ceylonensis,Eirene ceylonensis,,,,,,,
ASV_11712,MZG,88.818,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eirene;Eirene_ceylonensis,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eirene,ceylonensis,Eirene ceylonensis,,,,,,,
ASV_16670,MZG,91.228,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eirene;Eirene_ceylonensis,285,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eirene,ceylonensis,Eirene ceylonensis,,,,,,,
ASV_04830,MZG,88.535,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eutonina;Eutonina_indicans,314,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eutonina,indicans,Eutonina indicans,,,,,,,
ASV_14205,MZG,89.49,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eutonina;Eutonina_indicans,314,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eutonina,indicans,Eutonina indicans,,,,,,,
ASV_15992,MZG,88.854,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eutonina;Eutonina_indicans,314,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eutonina,indicans,Eutonina indicans,,,,,,,
ASV_20875,MZG,88,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Eutonina;Eutonina_indicans,300,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Eutonina,indicans,Eutonina indicans,,,,,,,
ASV_06502,MZG,87.859,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Helgicirrha;Helgicirrha_cari,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Helgicirrha,cari,Helgicirrha cari,,,,,,,
ASV_12091,MZG,85.623,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Helgicirrha;Helgicirrha_cari,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Helgicirrha,cari,Helgicirrha cari,,,,,,,
ASV_05966,MZG,85.274,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Tima;Tima_bairdii,292,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Tima,bairdii,Tima bairdii,,,,,,,
ASV_07615,MZG,85.87,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Tima;Tima_bairdii,276,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Tima,bairdii,Tima bairdii,,,,,,,
ASV_11319,MZG,85.616,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eirenidae;Tima;Tima_bairdii,292,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eirenidae,Tima,bairdii,Tima bairdii,,,,,,,
ASV_21426,MZG,85.091,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_cornuta,275,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,cornuta,Erenna cornuta,,,,,,,
ASV_02912,MZG,87.004,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_03585,MZG,87.365,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_04202,MZG,86.643,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_04945,MZG,87.726,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_06959,MZG,87.004,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_07292,MZG,86.643,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_07690,MZG,86.643,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Erennidae;Erenna;Erenna_insidiator,277,,,,,Cnidaria,Hydrozoa,Hydroidolina,Erennidae,Erenna,insidiator,Erenna insidiator,,,,,,,
ASV_00848,MZG,86.601,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_capillare,306,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,capillare,Eudendrium capillare,,,,,,,
ASV_03044,MZG,85.623,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_capillare,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,capillare,Eudendrium capillare,,,,,,,
ASV_03374,MZG,86.645,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_capillare,307,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,capillare,Eudendrium capillare,,,,,,,
ASV_04323,MZG,85.942,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_capillare,313,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,capillare,Eudendrium capillare,,,,,,,
ASV_08451,MZG,86.486,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_racemosum,296,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,racemosum,Eudendrium racemosum,,,,,,,
ASV_11735,MZG,86.486,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_racemosum,296,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,racemosum,Eudendrium racemosum,,,,,,,
ASV_01922,MZG,87.742,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,310,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_02058,MZG,90.071,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_03021,MZG,89.716,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_03196,MZG,88.065,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,310,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_03440,MZG,87.742,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,310,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_03577,MZG,87.419,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,310,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_04917,MZG,85.512,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,283,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_07770,MZG,87.742,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,310,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_15205,MZG,90.071,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
ASV_15610,MZG,89.716,Animalia;Cnidaria;Hydrozoa;Hydroidolina;Eudendriidae;Eudendrium;Eudendrium_rameum,282,,,,,Cnidaria,Hydrozoa,Hydroidolina,Eudendriidae,Eudendrium,rameum,Eudendrium rameum,,,,,,,
